Are_Donations_Deductable,City,EIN,Fiscal_Year_End,In_Care_Of,Is_Org_Private,Latest_Report,Org_Name,Ruling_Date,State,Street_Address,Subsection,Total_Assets,Total_Revenues,ZIP
Yes,New York,830414527,12,% RR ADVISORY,No,201312,DAVIES FAMILY FOUNDATION,200601,New York,1500 Broadway Fl 28,501(c)(3),41978.0,0.0,10036
Yes,New York,830425133,06,None Shown,Yes,201306,AFRICAN LEADERSHIP FOUNDATION,200609,New York,Po Box 7408,501(c)(3),794601.0,4789535.0,10150
Yes,New York,830432920,12,% LORI BENSON,No,201212,SALEMS HAVEN,200509,New York,21 Magaw Place 4c,501(c)(3),0.0,0.0,10033
Yes,New York,830451634,12,% TIGER GLOBAL,No,201212,THE CHASE AND STEPHANIE COLEMAN FOUNDATION,200604,New York,C/o Tiger Global 101 Park Ave,501(c)(3),35573458.0,0.0,10178
Yes,New York,830452699,06,% BRIAN ZEN,No,201406,CSA INSTITUTE,200902,New York,211 N End Ave Apt 3d,501(c)(3),2238.0,610.0,10282
Yes,New York,830459789,12,% HERBERT HENDIN,Yes,201312,SUICIDE PREVENTION INTERNATIONAL,200609,New York,1045 Park Avenue 3c,501(c)(3),541885.0,382974.0,10028
Yes,New York,830464646,12,% JAN BUCKLER,No,201312,TOSFOS DOT COM LTD,200703,New York,750 Columbus Ave Apt 5k,501(c)(3),0.0,0.0,10025
Yes,New York,830464855,12,% HALLIE RICH,No,201312,RICH IN LOVE CHARITY INC,200612,New York,167 E 67th St Apt 8f,501(c)(3),35435.0,55503.0,10065
Yes,New York,830468195,12,% MILBANK,Yes,201212,GLOBAL ANGELS,200710,New York,64 Beaver St,501(c)(3),110666.0,157936.0,10004
No,New York,830471216,12,% YESENIA SCHEKER-IZQUIERDO,No,201312,WOMENS EXECUTIVE CIRCLE OF NEW YORK INC,200810,New York,Kpmg Llp-345 Park Ave,501(c)(6),0.0,0.0,10154
No,New York,830481347,12,% MARK BARBOUR,Yes,201312,MANHATTAN ROLLER HOCKEY LEAGUE CORPORATION,200711,New York,919 Third Avenue,501(c)(7),2697.0,96000.0,10022
Yes,New York,830492484,06,% KATIE AVEBE,Yes,201306,ROYAL FAMILY PRODUCTIONS INC,200806,New York,66 Pinehurst Ave,501(c)(3),15598.0,142313.0,10033
Yes,New York,830501875,12,% MATT WEINRICH,Yes,201312,JACKSON SQUARE ALLIANCE,200808,New York,14 Horatio St,501(c)(3),56011.0,68392.0,10014
Yes,New York,830503824,12,% PASTORE,No,201312,JAY GALLAGHER MEMORIAL FOUNDATION,200803,New York,C/o Pastore 50 Broad Street,501(c)(3),2936.0,0.0,10004
Yes,New York,830506416,12,None Shown,Yes,201212,CENTER FOR NEW YORK CITY NEIGHBORHOODS,200809,New York,17 Battery Place Ste 728,501(c)(3),6935097.0,6061437.0,10004
Yes,New York,830509767,12,% REINHART LANGE,No,201312,KIDS SHOE 4 AFRICA INC,200805,New York,225 E 95th St Apt 29k,501(c)(3),0.0,0.0,10128
Yes,New York,836056412,12,% MAC SWED INC,No,201112,MSI FOUNDATION,200310,New York,20 W 36th St,501(c)(3),5912.0,0.0,10018
No,New York,840374991,09,% ROBERT FREEMAN,No,201309,WORKERS UNITED,201003,New York,12 W 31st St Fl 12,501(c)(5),1.0,0.0,10001
Yes,New York,841042287,12,None Shown,Yes,201212,ASIAN PERFORMING ARTS OF COLORADO INC,198704,New York,150 Columbus Ave Apt 18d,501(c)(3),426186.0,580711.0,10023
Yes,New York,841074462,12,% ANCHIN BLOCK & ANCHIN LLP,No,201212,JILL GOODSON FAMILY FOUNDATION,198903,New York,1375 Broadway,501(c)(3),205551.0,0.0,10018
Yes,New York,841214070,02,% BARRY STRAUSS ASSOC LTD,No,201402,WIEGERS FAMILY FOUNDATION,199308,New York,307 5th Ave Fl 8,501(c)(3),4556768.0,0.0,10016
Yes,New York,841367157,12,% ALVAREZ & MARSAL INC,No,201312,MARSAL FAMILY FOUNDATION,199704,New York,600 Madison Ave Fl 8,501(c)(3),358971.0,0.0,10022
Yes,New York,841395114,12,% BESSEMER TRUST,No,201312,PAUL AND MONICA BANCROFT FAMILY FOUNDATION,199705,New York,630 Fifth Ave,501(c)(3),3198432.0,0.0,10111
Yes,New York,841400882,12,% ROBERT MODEL,No,201312,THE@ROBERT MODEL CHARITABLE FOUNDATION INC,199802,New York,C/o Elmrock 150 E 58th Street No 27,501(c)(3),64100.0,0.0,10155
No,New York,841488263,12,None Shown,Yes,201212,NAMIC INC,200008,New York,320 W 37th St 8th Flr,501(c)(6),786590.0,3776757.0,10018
Yes,New York,841536591,12,None Shown,Yes,0,NDC HOUSING AND ECONOMIC DEVELOPMENT CORPORATION,198811,New York,708 Third Ave Ste 710,501(c)(3),0.0,0.0,10017
Yes,New York,841568584,12,% KATHY C FERGUSON,No,201312,FERGUSON FAMILY FOUNDATION,200408,New York,130 W 12th St Apt 8c,501(c)(3),503190.0,0.0,10011
No,New York,841576292,03,% SENTINEL REAL ESTATE CORPORATION,Yes,201403,SOCAL-LINKS INC,200303,New York,C/o Sentinel 1251 Ave Of The,Other,17488212.0,688475.0,10020
Yes,New York,841620864,12,% JUAN CARLOS SANDOVAL,No,201312,SOLUCIONES VISUALES,200311,New York,715 E 5th St Apt 4a,501(c)(3),1.0,0.0,10009
Yes,New York,841628418,12,% LEO PREZIOSI JR PRESIDENT,Yes,201312,LGBT YOUTH OUT LOUD,200402,New York,570 7th Avenue 9th Fl,501(c)(3),100585.0,302578.0,10018
Yes,New York,841636816,12,% RAICH ENDE MALTER & CO LLP,Yes,201212,ARZU INC,200406,New York,475 Park Avenue South 31/fl,501(c)(3),1388872.0,2669756.0,10016
Yes,New York,841640307,12,% JAMES MAY,No,201312,SOKOLOW THEATRE DANCE ENSEMBLE LTD,200403,New York,Po Box 351,501(c)(3),3292.0,31484.0,10113
Yes,New York,841649363,06,% ALLISON TORRES,Yes,201306,ICE FOUNDATION INC,200412,New York,Po Box 644,501(c)(3),30931.0,102583.0,10009
Yes,New York,841655276,12,% SHIRLEY BROWN,No,0,INNER-CITIES OUTREACH MINISTRIES,200507,New York,304-06 W 149th St Ste 2a,501(c)(3),0.0,0.0,10039
Yes,New York,841655914,12,% MORRISON COHEN LLP,No,201312,THE@J L K FOUNDATION INC,200708,New York,437 Madison Avenue 36th Floor,501(c)(3),43190.0,0.0,10022
No,New York,841664906,06,% KL FRANCE-PROUVOSTE,No,201306,CONSULATE MEDIA INC,200509,New York,Po Box 228,501(c)(3),0.0,0.0,10012
Yes,New York,841666719,12,% SEAN GULLETTE,No,201012,212 SOCIETY,200509,New York,77 Bleecker St Apt 631,501(c)(3),52655.0,486.0,10012
Yes,New York,841671667,02,% ANNE FARLEY,No,201402,NATIONAL SOCIETY DAUGHTERS OF COLONIAL WARS INC,200910,New York,101 Central Park West,501(c)(3),0.0,0.0,10023
Yes,New York,841681865,12,% TRIBECA BUS MGMT,No,201112,M GRAY MUSIC ACADEMY,200507,New York,420 Lexington Ave Rm 402,501(c)(3),1262.0,10.0,10170
Yes,New York,841685304,12,% CECILY WELDON TYLER,No,201312,DOCUTRIBE INC,200606,New York,200 East 90th Street,501(c)(3),0.0,0.0,10128
Yes,New York,841688812,12,% CORNELIUS DUFALLO,No,201312,C B D MUSIC INC,200708,New York,40 W 116th St Apt A1006,501(c)(3),517.0,43296.0,10026
Yes,New York,841690164,12,% CHARLENE TONG SHAW,No,201312,TONG XIAO LING CHINESE OPERA ENSEMBLE,200609,New York,30 W95th Street,501(c)(3),0.0,0.0,10025
No,New York,841696585,12,% CHRISTINE DONOVAN,No,201312,CERT UPPER EAST SIDE,201301,New York,229 E 79th St,501(c)(4),0.0,0.0,10075
Yes,New York,841703395,12,% ARLENE B ISAACS,No,201112,RESPECTFUL COMMUNICATIONS,200606,New York,875 West End Avenue,501(c)(3),0.0,0.0,10025
Yes,New York,841705022,12,None Shown,Yes,201212,THE FOUNDATION FOR GENDER-SPECIFIC MEDICINE INC,200710,New York,903 Park Avenue,501(c)(3),230662.0,192525.0,10075
Yes,New York,841708152,06,% ESTEEN TAPP,No,0,A SECOND CHANCE IN CHRIST CHURCH,200712,New York,330 E 26th St Apt 13m,501(c)(3),0.0,0.0,10010
Yes,New York,841710364,12,% CBIZ,Yes,201212,CARITAS HEALTHCARE PLANNING INC,200611,New York,1065 Ave Of Americas,501(c)(3),27844588.0,542171.0,10018
Yes,New York,841713816,12,% M BAHARESTANI,No,201312,RONALD AND ISOBEL KONECKY FAMILY FOUNDATION,200609,New York,C/o M Baharestani 148 Madison Ave,501(c)(3),43878.0,0.0,10016
Yes,New York,841715585,12,% MATTHEW COROZINE,Yes,201212,MATTHEW COROZINE STUDIO THEATRE INC,200807,New York,300 W 43rd St Rm 502,501(c)(3),150.0,194671.0,10036
Yes,New York,841722642,12,% BILLET FEIT & PREIS,No,201312,MATAN BSAYSER FUND INC,200911,New York,42 Broadway,501(c)(3),171449.0,0.0,10004
Yes,New York,841722928,09,% DAVID ZEMACH-BERSIN,Yes,201309,FELDENKRAIS RESEARCH FOUNDATION INC,200712,New York,134 West 26th Street,501(c)(3),97808.0,104998.0,10001
No,New York,846041467,12,% ROBERT FREEMAN,No,201212,WORKERS UNITED,201003,New York,12 W 31st St Fl 12,501(c)(5),1.0,0.0,10001
Yes,New York,846271462,12,% GEORGE E WOODMAN,No,201312,WOODMAN FAMILY FOUNDATION,199406,New York,138 W 17th St Apt 4,501(c)(3),142966.0,0.0,10011
Yes,New York,846395329,12,% DANIEL L KURTZ,No,201312,DOROTHY AND HAROLD GREENWALD FOUNDATION,200701,New York,C/o Holland Knight 31 West 52nd St,501(c)(3),33554.0,0.0,10019
Yes,New York,850478294,12,% JOHN FARINO,Yes,201312,HIGH ATLAS FOUNDATION,200106,New York,332 Bleeker St K 110,501(c)(3),143363.0,592807.0,10014
Yes,New York,850487649,12,% STAN KOEHLER,Yes,201212,PEACE ON THE STREET,200606,New York,451 E 117th St,501(c)(3),46249.0,84825.0,10035
Yes,New York,856104630,11,None Shown,No,201311,STOCKMAN FAM FOUNDATION TR,199108,New York,Po Box 1297,501(c)(3),15365957.0,0.0,10008
No,New York,860716571,12,None Shown,No,201312,NATIONAL ASSOCIATION OF PEDIATRIC NURSE PRACTITIONERS,198002,New York,5 Hanover Sq Rm 1401,501(c)(4),0.0,0.0,10004
No,New York,860973308,12,% TIM HROMDA,Yes,201312,OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION,194604,New York,80 8th Ave Ste 205,501(c)(5),79149.0,67346.0,10011
Yes,New York,861010714,12,% ELIZABETH DANE,No,201312,ALUMNAE ASSOCIATION OF BARNARD COLLEGE,197012,New York,Vagelos Ctr 3009 Broadway,501(c)(3),0.0,0.0,10027
Yes,New York,861051742,12,None Shown,No,201312,STEVEN CAYRE FOUNDATION INC,200303,New York,206 E 73rd St Apt 6w,501(c)(3),217171.0,0.0,10021
Yes,New York,861056388,09,None Shown,Yes,201309,NEW YORK CLASSICAL THEATRE INC,200304,New York,64 Fulton St Rm 1108,501(c)(3),230380.0,403687.0,10038
Yes,New York,861059913,12,% JACQUELINE SPANN,No,201312,EDUCATION AND LITERACY FUND FOR AFRICA,201302,New York,Suite 1016 166 West 75th Street,501(c)(3),0.0,0.0,10023
Yes,New York,861065419,12,% BARBARA FOX,No,201212,WOOF DOG RESCUE INC,200307,New York,1015 Madison Ave,501(c)(3),4788.0,13435.0,10075
Yes,New York,861079587,06,% THE BRIDGE INC,No,201306,BRIDGE HOUSE 11 CORPORATION,201309,New York,248 W 108th St,501(c)(3),3434952.0,106.0,10025
Yes,New York,861092812,12,% TRAVIS BRADFORD,No,201312,PROMETHEUS INSTITUTE FOR SUSTAINABLE DEVELOPMENT,200511,New York,520 W 112th St Apt 16a,501(c)(3),0.0,0.0,10025
Yes,New York,861099619,12,% VALERIE STORFER,No,201212,NEW YORK KAYAK POLO INCORPORATED,200407,New York,1270 5th Ave Apt 6m,501(c)(3),0.0,0.0,10029
Yes,New York,861106640,06,% VICTORY SCHOOLS,Yes,201306,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,200506,New York,111 W 57th St Ste 525,501(c)(3),885050.0,4790792.0,10019
Yes,New York,861109604,07,% NAFISA SHARRIFF,No,201307,ENTERING THE HOLY OF HOLIES AN INSTITUTE OF LEARNING AND HEALING,201401,New York,Po Box 230144,501(c)(3),8295.0,48083.0,10023
Yes,New York,861122168,12,% JOSEPH DORAN,No,201312,EQUILATERAL THEATRE COMPANY INC,201405,New York,400 W 37th St Apt 4f,501(c)(3),2404.0,33342.0,10018
Yes,New York,861129730,12,% HYUNG KI PARK,No,0,CHURCH OF REJOICE,200603,New York,153 W 36th St Fl 3,501(c)(3),0.0,0.0,10018
Yes,New York,861133329,12,% BIZU RIKI MULLU,No,201212,CHASSIDA-SHMELLA ETHIOPIAN JEWISH COMMUNITY,200703,New York,25 Broadway Suite 1700,501(c)(3),0.0,0.0,10004
Yes,New York,861133337,12,% AMANDA ROBERTS,Yes,201312,SECURITY COUNCIL REPORT INC,200602,New York,885 Second Avenue,501(c)(3),1525523.0,2141121.0,10017
Yes,New York,861138674,12,% BRIAN PFEIFLER,No,201312,PFEIFLER FAMILY FOUNDATION,200506,New York,555 Park Avenue,501(c)(3),97739.0,0.0,10065
Yes,New York,861143474,06,% HALLIA BAKER,No,201406,LABOR OF LOVE ASSOCIATION INC,200611,New York,57 E 126th St,501(c)(3),0.0,0.0,10035
Yes,New York,861150563,12,% MEGON BRENN-WHITE,No,201312,HESSEN UNIVERSITIES CONSORTIUM,200605,New York,871 United Nations Plaza,501(c)(3),0.0,0.0,10017
Yes,New York,861159920,12,% KATHERINE MIDDLETON,Yes,201312,GROUND UP PRODUCTIONS,200707,New York,72 Barrow St Apt 2n,501(c)(3),5274.0,56100.0,10014
Yes,New York,861164883,05,% CHYNG SUN,No,201405,OPEN LENS MEDIA INC,200807,New York,2 Washington Square Vlg Apt 5r,501(c)(3),0.0,0.0,10012
Yes,New York,861171749,06,% CHI K CHU,Yes,201306,NEW YORK CHINESE OPERA SOCIETY INC,200704,New York,120 Broadway Suite 3650,501(c)(3),55462.0,211968.0,10271
Yes,New York,866324455,12,% ACCESS INC,No,201212,TR UA 06162003,201102,New York,C/o Access Inc 730 Fifth Avenue,501(c)(3),43977063.0,0.0,10019
Yes,New York,870545402,06,None Shown,No,201306,PROJECT BREAD FOUNDATION,199601,New York,315 W 33rd St Apt 24b,501(c)(3),52886.0,32830.0,10001
Yes,New York,870572197,12,None Shown,No,201312,MARY AND FRANK SKILLERN FOUNDATION,199802,New York,127 E 62nd St,501(c)(3),214252.0,0.0,10065
Yes,New York,870686654,12,% MORGAN STANLEY PRIVATE BANK NA,No,201312,KATHRYN CAINE WANLASS CHARITABLE FOUNDATION,200402,New York,1 New York Plz Fl 7,501(c)(3),8105997.0,0.0,10004
Yes,New York,870688553,12,% PRAGER AND FENTON LLP,No,201212,LOS ANGELES SEXUALITY CENTER,200505,New York,675 Third Ave,501(c)(3),278.0,0.0,10017
Yes,New York,870700625,09,% SUSAN SCHEER,No,201309,DISABILITIES NETWORK OF NEW YORK CITY INC,200403,New York,121 Avenue Of The Americas 6th Flr,501(c)(3),0.0,0.0,10013
Yes,New York,870730731,12,% AEDIN MOLONEY,No,201312,FALLEN ANGEL THEATRE COMPANY INC,200502,New York,60 W 8th St Apt 5a,501(c)(3),0.0,0.0,10011
Yes,New York,870731633,06,% R DAVIS,No,201306,FIVE PEARLS FOUNDATION,200602,New York,Po Box 5550,501(c)(3),0.0,0.0,10027
Yes,New York,870747809,12,% JOHN LEAMAN,No,201312,ASTHMA-EMPHYSEMA SELF-HELP GROUP INC,200509,New York,172 East 4th St Apt 11-f,501(c)(3),0.0,0.0,10009
Yes,New York,870753479,12,% RISE WILSON,Yes,201312,THE@LAUNDROMAT PROJECT INC,201002,New York,127 West 127th Street Suite 324,501(c)(3),389086.0,492718.0,10027
Yes,New York,870754300,09,% BCRS ASSOCIATES LLC,No,201309,THE FRESHMEN FIFTEEN,200901,New York,77 Water St-9th Floor,501(c)(3),38384.0,0.0,10005
Yes,New York,870768793,12,% DONALD GALLIGAN,Yes,201212,ART CONNECTS NEW YORK INC,200807,New York,28 W 25th St Fl 2,501(c)(3),58497.0,141670.0,10010
Yes,New York,870772723,03,% MARY WILLIAMS,No,0,SAINT ANDREWS BAPTIST CHURCH,200611,New York,114 W 133rd St,501(c)(3),0.0,0.0,10030
Yes,New York,870773264,12,% MARK ROZELL ESQ,No,201312,THE PAMELA J NEWMAN FOUNDATION,200610,New York,C/o Mark Rozell Esq 950 Third Ave,501(c)(3),33020.0,0.0,10022
Yes,New York,870773320,12,% PIERRE BARNOTI,Yes,201212,SPCA INTERNATIONAL INC,200608,New York,Po Box 8682,501(c)(3),340325.0,14590116.0,10116
Yes,New York,870778628,12,% Y DAVID MANASTER,No,201312,ERE FOUNDATION INC,200701,New York,176 Mulberry St Apt 3,501(c)(3),3450.0,0.0,10013
Yes,New York,870790960,12,% WILLIAM WHITE,No,0,JUSTICE HOUSE OF PRAYER,200901,New York,77 Chambers St Fl 3,501(c)(3),0.0,0.0,10007
Yes,New York,870803580,12,% VICTOR SWINTON,No,201212,GUARDIANS ASSOCIATION OF THE POLICE DEPT OF THE CITY OF NEW YORK INC,200802,New York,Po Box 87,501(c)(3),0.0,0.0,10272
Yes,New York,870806633,12,% MICHAEL FRANTI,No,201212,POWER TO THE PEACFUL INC,201002,New York,16 West 22nd St 2nd Floor,501(c)(3),1941.0,23404.0,10010
No,New York,876123280,12,% ROBERT FREEMAN,No,201212,WORKERS UNITED,201003,New York,12 W 31st St Fl 12,501(c)(5),1.0,0.0,10001
Yes,New York,880425866,06,% HELP DEVELOPMENT CORP,No,0,H E L P USA INC,199705,New York,5 Hanover Sq Fl 17,501(c)(3),0.0,0.0,10004
Yes,New York,880437051,06,% ROBERT SLAUGHTER,No,201306,ARTS OLYMPUS,200204,New York,309 E 4th St Apt 1d,501(c)(3),0.0,0.0,10009
Yes,New York,886065053,12,% G H MURRAIN,No,201212,JOE WILLIAMS EVERY DAY FOUNDATION,199701,New York,225 Broadway Ste 613,501(c)(3),5531.0,25003.0,10007
Yes,New York,900036659,12,% W ELLIS,No,201112,FRONTIER INTERNSHIP IN MISSION FOUNDATION,200207,New York,420 Lexington Ave Rm 2805,501(c)(3),2300.0,0.0,10170
Yes,New York,900036735,12,None Shown,No,201312,MAURICE LOWINGER FOUNDATION,200403,New York,105 Madison Ave Fl 19,501(c)(3),1.0,0.0,10016
Yes,New York,900061658,10,% BRAD RAIMONDO,No,201210,DREAMSCAPE THEATRE INC,200307,New York,330 E 18th St,501(c)(3),0.0,0.0,10003
Yes,New York,900063960,06,% ERIN FREDRICK,No,201206,COLORADO CLUB OF THE ALUMNAE ASSOCIATION OF BARNARD COLLEGE,201210,New York,3009 Broadway,501(c)(3),0.0,0.0,10027
Yes,New York,900063967,12,% OFFICER OF ALUMNAE AFFAIRS,No,201312,ASSOCIATE ALUMNAE OF BARNARD COLLEGE,197012,New York,Vagelos Ctr 3009 Broadway,501(c)(3),0.0,0.0,10027
Yes,New York,900063970,12,% ALLY ABBASI,No,201312,ASSOCIATE ALUMNAE OF BARNARD COLLEGE,197012,New York,Vagelos Ctr 3009 Broadway,501(c)(3),0.0,0.0,10027
Yes,New York,900070901,12,None Shown,No,201312,THE DEBORAH & ANDREW MADOFF FOUNDATION,200410,New York,319 Lafayette Street No 280,501(c)(3),206521.0,0.0,10012
No,New York,900080500,09,% CYNTHIA HALLENBECK,Yes,201309,ENVIRONMENTAL DEFENSE ACTION FUND,200309,New York,257 Park Avenue South,501(c)(4),5712165.0,6535127.0,10010
Yes,New York,900098029,12,% AAFE,Yes,201212,QUEENS HOUSING AND IMMIGRANT CENTER CORP,200402,New York,108 Norfolk Street,501(c)(3),1969205.0,67199.0,10002
Yes,New York,900109223,12,% COHNREZNICK LLP,No,201212,GOLDEN CHILDREN INC,200312,New York,1212 Avenue Of The Americas,501(c)(3),9680645.0,0.0,10036
Yes,New York,900110965,12,% ANDREY BALAYASNIKOV,No,201112,SAINT NICHOLAS CATHEDRAL OF THE RUSSIAN ORTHODOX CHURCH IN NORTH A,201107,New York,15 E 97th St,501(c)(3),250913.0,361090.0,10029
Yes,New York,900111032,10,% ANTHONY A YOSELOFF,No,201310,ANTHONY A YOSELOFF FOUNDATION INC,200310,New York,65 E 55th St Fl 19,501(c)(3),2979812.0,0.0,10022
Yes,New York,900113039,12,% WTAS,No,201212,THE POHLY TURAJ FAMILY FOUNDATION,200403,New York,1177 Avenue Of The Americas Fl 18,501(c)(3),28799.0,0.0,10036
Yes,New York,900115210,12,% MANUEL ARTURO SALDANA,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,55 Water St 27th Floor,501(c)(3),0.0,0.0,10041
Yes,New York,900115223,12,% CATHERINE A MCGOWAN,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,404 E 88th Street,501(c)(3),0.0,0.0,10128
Yes,New York,900115236,12,% JAMES J JOHNSON,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,507 W 111th St Apt 2,501(c)(3),0.0,0.0,10025
Yes,New York,900115291,12,% ANNA GINZBURG,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,114 West 47th Street,501(c)(3),0.0,0.0,10036
Yes,New York,900115722,12,% LORRAINE TREADWELL,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,501 West 156th Street,501(c)(3),0.0,0.0,10032
Yes,New York,900117292,12,% SEAN M TRAVIS,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,33 Liberty St,501(c)(3),0.0,0.0,10045
Yes,New York,900117325,12,% MARCIA C BERRY,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,3 Times Square,501(c)(3),0.0,0.0,10036
Yes,New York,900117334,12,% BRYAN A MURRAY,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,235 East 42nd Street,501(c)(3),0.0,0.0,10017
No,New York,900124167,09,% JOSEPH J HUNT,No,201309,ALLIANCE FOR ECONOMIC JUSTICE,200404,New York,80 8th Ave Ste 610,501(c)(5),0.0,0.0,10011
Yes,New York,900129826,12,None Shown,No,0,FIRST PRESBYTERIAN CHURCH NURSEY SCHOOL,196401,New York,12 W 12th St,501(c)(3),0.0,0.0,10011
Yes,New York,900137039,12,% OFFICER OF ALUMNAE AFFAIRS,No,201312,ALUMNAE ASSOCIATION OF BARNARD COLLEGE,197012,New York,Vagelos Ctr 3009 Broadway,501(c)(3),0.0,0.0,10027
No,New York,900138724,06,% MPS,Yes,201306,DOWNSTATE NY NATIONAL ASSOCIATION OF HEALTH UNDERWRITERS,200411,New York,C/o Marks Paneth Shron Llp 685 Thir,501(c)(6),104161.0,17025.0,10017
Yes,New York,900140023,12,% BOB MENDELSOHN,No,201112,STRATFORD ARMS MEAL PROGRAM,201406,New York,120 W 70th St Apt 2d,501(c)(3),0.0,0.0,10023
Yes,New York,900150814,12,% NIL,Yes,201212,LEND-A-HAND INDIA INC,200502,New York,Po Box 1501 Wall Street Station,501(c)(3),14534.0,207485.0,10286
Yes,New York,900157657,07,% FRANK JACKSON,Yes,201307,ART FOR PROGRESS INC,200508,New York,151 First Ave Ste 26,501(c)(3),14432.0,110200.0,10003
Yes,New York,900159316,12,% MACDELLA COOPER,Yes,201312,MACDELLA COOPER FOUNDATION,200603,New York,100 West 57th Street,501(c)(3),206217.0,183659.0,10019
Yes,New York,900162072,06,% LINDA YOUNG,No,201406,ASSOCIATION OF FACULTIES OF PEDIATRIC NURSE PRACTITIONERS,201408,New York,5 Hanover Sq Rm 1401,501(c)(3),0.0,0.0,10004
No,New York,900171925,12,None Shown,No,0,DIOCESE OF ST VARTAN ARMENIAN CHURCH,194909,New York,630 2nd Ave,501(c)(3),0.0,0.0,10016
No,New York,900190297,12,None Shown,No,201212,C H U ALUMNI ASSOCIATION OF EASTERN AMERICA INC,200506,New York,39 Bowery Pmb 708,501(c)(7),3627.0,6791.0,10002
Yes,New York,900276685,12,% G COLLINS CO,No,201212,G-UNITY FOUNDATION,200609,New York,264 West 40th Street 15th Floor,501(c)(3),3252.0,2003.0,10018
No,New York,900282627,12,% JUN KIM,No,201212,SOS METALS INC RETIREE HRA UNION PLAN,200802,New York,150 East 42nd Street 7th Floor,Other,364001.0,11428.0,10017
No,New York,900282628,12,% JUN KIM,No,201212,SOS METALS INC RETIREE HRA NON-UNION PLAN,200802,New York,150 East 42nd Street 7th Floor,Other,456105.0,12870.0,10017
No,New York,900332025,03,% PRESIDENT CHAPTER 31,No,0,COLONIAL DAMES OF AMERICA,197507,New York,421 E 61st St,501(c)(3),0.0,0.0,10065
No,New York,900332026,03,None Shown,No,0,COLONIAL DAMES OF AMERICA,197507,New York,421 E 61st St,501(c)(3),0.0,0.0,10065
Yes,New York,900342470,12,% MYRON TUCKER,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,115 5th Ave,501(c)(3),0.0,0.0,10003
Yes,New York,900344709,12,None Shown,No,0,CONGREGATIONAL CHURCH OF GOD,196007,New York,1889 Amsterdam Ave,501(c)(3),0.0,0.0,10032
Yes,New York,900345199,12,% MIKE MACCIA,No,201312,N PLAY INC,200903,New York,1430 Broadway,501(c)(3),1264.0,16126.0,10018
Yes,New York,900347837,06,% BERMAN CAPITAL MANAGEMENT,No,201306,FRIENDS OF CHESS FOR CHANGE INC,200812,New York,162 E 92nd St,501(c)(3),217158.0,41678.0,10128
Yes,New York,900354470,06,% EZEKIEL VANDERHOEK,Yes,201306,EQUITY PROJECT CHARTER SCHOOL,200905,New York,549 Audubon Ave Trailer 30,501(c)(3),4501262.0,8335679.0,10040
Yes,New York,900364550,12,% JILLIAN N MALKIS,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,135 W 50th St,501(c)(3),0.0,0.0,10020
Yes,New York,900367059,12,% PEGGY EASON,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,790 Riverside Dr,501(c)(3),0.0,0.0,10032
Yes,New York,900370126,12,% JACK KUPFERMAN,No,201312,NEW YORK GRAY PANTHERS PROJECT FUND INC,201407,New York,244 Madison Ave Ste 396,501(c)(3),0.0,0.0,10016
Yes,New York,900370914,12,% ELLIS WOOD,No,201312,BLACK CANARY INC,200907,New York,12 E 14th St Apt 5e,501(c)(3),17248.0,48780.0,10003
